Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL
2000-07-05,Higher,Creed,9,11,9,36,https://charts-static.billboard.com/img/1999/09/creed-l5w-higher-28w-180x180.jpg
2000-07-05,There You Go,P!nk,10,10,7,19,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-07-12,Everything You Want,Vertical Horizon,1,6,1,26,#
2000-07-12,Try Again,Aaliyah,2,2,1,18,#
2000-07-12,Be With You,Enrique Iglesias,3,1,1,16,#
2000-07-12,I Wanna Know,Joe,4,5,4,29,#
2000-07-12,It's Gonna Be Me,*NSYNC,5,7,5,11,https://charts-static.billboard.com/img/2000/04/n-sync-3cz-itsgonnabeme-f1t-180x180.jpg
2000-07-12,Bent,Matchbox Twenty,6,8,6,12,#
2000-07-12,I Turn To You,Christina Aguilera,7,3,3,14,https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg
2000-07-12,The Real Slim Shady,Eminem,8,4,4,11,https://charts-static.billboard.com/img/2000/05/eminem-d78-therealslimshady-mdw-180x180.jpg
2000-07-12,Higher,Creed,9,9,9,37,https://charts-static.billboard.com/img/1999/09/creed-l5w-higher-28w-180x180.jpg
2000-07-12,There You Go,P!nk,10,10,7,20,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-07-19,Bent,Matchbox Twenty,1,6,1,13,#
2000-07-19,Everything You Want,Vertical Horizon,2,1,1,27,#
2000-07-19,Try Again,Aaliyah,3,2,1,19,#
2000-07-19,It's Gonna Be Me,*NSYNC,4,5,4,12,#
2000-07-19,I Wanna Know,Joe,5,4,4,30,#
2000-07-19,Absolutely (Story Of A Girl),Nine Days,6,11,6,12,#
2000-07-19,Higher,Creed,7,9,7,38,https://charts-static.billboard.com/img/1999/09/creed-l5w-higher-28w-180x180.jpg
2000-07-19,There You Go,P!nk,8,10,7,21,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-07-19,The Real Slim Shady,Eminem,9,8,4,12,https://charts-static.billboard.com/img/2000/05/eminem-d78-therealslimshady-mdw-180x180.jpg
2000-07-19,I Turn To You,Christina Aguilera,10,7,3,15,https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg
2000-07-26,It's Gonna Be Me,*NSYNC,1,4,1,13,#
2000-07-26,Bent,Matchbox Twenty,2,1,1,14,#
2000-07-26,Everything You Want,Vertical Horizon,3,2,1,28,#
2000-07-26,Try Again,Aaliyah,4,3,1,20,#
2000-07-26,I Wanna Know,Joe,5,5,4,31,#
2000-07-26,Absolutely (Story Of A Girl),Nine Days,6,6,6,13,#
2000-07-26,Higher,Creed,7,7,7,39,https://charts-static.billboard.com/img/1999/09/creed-l5w-higher-28w-180x180.jpg
2000-07-26,Jumpin'; Jumpin',Destiny's Child,8,13,8,12,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-07-26,There You Go,P!nk,9,8,7,22,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-07-26,He Wasn't Man Enough,Toni Braxton,10,12,2,20,https://charts-static.billboard.com/img/1992/07/toni-braxton-g7b-180x180.jpg
2000-08-02,It's Gonna Be Me,*NSYNC,1,1,1,14,#
2000-08-02,Incomplete,Sisqo,2,55,2,7,#
2000-08-02,Bent,Matchbox Twenty,3,2,1,15,#
2000-08-02,Everything You Want,Vertical Horizon,4,3,1,29,#
2000-08-02,Try Again,Aaliyah,5,4,1,21,https://charts-static.billboard.com/img/2000/03/aaliyah-dzg-tryagain-gn1-180x180.jpg
2000-08-02,Jumpin'; Jumpin',Destiny's Child,6,8,6,13,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-08-02,I Wanna Know,Joe,7,5,4,32,#
2000-08-02,Absolutely (Story Of A Girl),Nine Days,8,6,6,14,#
2000-08-02,Higher,Creed,9,7,7,40,https://charts-static.billboard.com/img/1999/09/creed-l5w-higher-28w-180x180.jpg
2000-08-02,Doesn't Really Matter,Janet,10,15,10,8,https://charts-static.billboard.com/img/1982/10/janet-jackson-bgn-180x180.jpg
2000-08-09,Incomplete,Sisqo,1,2,1,8,#
2000-08-09,Bent,Matchbox Twenty,2,3,1,16,#
2000-08-09,It's Gonna Be Me,*NSYNC,3,1,1,15,#
2000-08-09,Jumpin'; Jumpin',Destiny's Child,4,6,4,14,#
2000-08-09,Try Again,Aaliyah,5,5,1,22,https://charts-static.billboard.com/img/2000/03/aaliyah-dzg-tryagain-gn1-180x180.jpg
2000-08-09,I Wanna Know,Joe,6,7,4,33,#
2000-08-09,Everything You Want,Vertical Horizon,7,4,1,30,https://charts-static.billboard.com/img/1999/11/vertical-horizon-000-everythingyouwant-11m-180x180.jpg
2000-08-09,Absolutely (Story Of A Girl),Nine Days,8,8,6,15,#
2000-08-09,Higher,Creed,9,9,7,41,https://charts-static.billboard.com/img/1999/09/creed-l5w-higher-28w-180x180.jpg
2000-08-09,Doesn't Really Matter,Janet,10,10,10,9,https://charts-static.billboard.com/img/1982/10/janet-jackson-bgn-180x180.jpg
2000-08-16,Incomplete,Sisqo,1,1,1,9,#
2000-08-16,Bent,Matchbox Twenty,2,2,1,17,#
2000-08-16,Jumpin'; Jumpin',Destiny's Child,3,4,3,15,#
2000-08-16,It's Gonna Be Me,*NSYNC,4,3,1,16,#
2000-08-16,Doesn't Really Matter,Janet,5,10,5,10,https://charts-static.billboard.com/img/1982/10/janet-jackson-bgn-180x180.jpg
2000-08-16,Try Again,Aaliyah,6,5,1,23,https://charts-static.billboard.com/img/2000/03/aaliyah-dzg-tryagain-gn1-180x180.jpg
2000-08-16,Absolutely (Story Of A Girl),Nine Days,7,8,6,16,#
2000-08-16,I Wanna Know,Joe,8,6,4,34,#
2000-08-16,Everything You Want,Vertical Horizon,9,7,1,31,https://charts-static.billboard.com/img/1999/11/vertical-horizon-000-everythingyouwant-11m-180x180.jpg
2000-08-16,No More,Ruff Endz,10,12,10,8,https://charts-static.billboard.com/img/2000/04/ruff-endz-vud-180x180.jpg
2000-08-23,Doesn't Really Matter,Janet,1,5,1,11,#
2000-08-23,Incomplete,Sisqo,2,1,1,10,#
2000-08-23,Bent,Matchbox Twenty,3,2,1,18,#
2000-08-23,Jumpin'; Jumpin',Destiny's Child,4,3,3,16,#
2000-08-23,I Wanna Know,Joe,5,8,4,35,#
2000-08-23,It's Gonna Be Me,*NSYNC,6,4,1,17,https://charts-static.billboard.com/img/2000/04/n-sync-3cz-itsgonnabeme-f1t-180x180.jpg
2000-08-23,No More,Ruff Endz,7,10,7,9,https://charts-static.billboard.com/img/2000/04/ruff-endz-vud-180x180.jpg
2000-08-23,Absolutely (Story Of A Girl),Nine Days,8,7,6,17,#
2000-08-23,Try Again,Aaliyah,9,6,1,24,https://charts-static.billboard.com/img/2000/03/aaliyah-dzg-tryagain-gn1-180x180.jpg
2000-08-23,Everything You Want,Vertical Horizon,10,9,1,32,https://charts-static.billboard.com/img/1999/11/vertical-horizon-000-everythingyouwant-11m-180x180.jpg
2000-08-30,Doesn't Really Matter,Janet,1,1,1,12,#
2000-08-30,Incomplete,Sisqo,2,2,1,11,#
2000-08-30,Jumpin'; Jumpin',Destiny's Child,3,4,3,17,#
2000-08-30,Bent,Matchbox Twenty,4,3,1,19,#
2000-08-30,No More,Ruff Endz,5,7,5,10,https://charts-static.billboard.com/img/2000/04/ruff-endz-vud-180x180.jpg
2000-08-30,I Wanna Know,Joe,6,5,4,36,#
2000-08-30,Kryptonite,3 Doors Down,7,12,7,22,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-08-30,Wifey,Next,8,19,8,15,#
2000-08-30,Absolutely (Story Of A Girl),Nine Days,9,8,6,18,#
2000-08-30,It's Gonna Be Me,*NSYNC,10,6,1,18,https://charts-static.billboard.com/img/2000/04/n-sync-3cz-itsgonnabeme-f1t-180x180.jpg
2000-09-06,Doesn't Really Matter,Janet,1,1,1,13,#
2000-09-06,Music,Madonna,2,14,2,5,#
2000-09-06,Jumpin'; Jumpin',Destiny's Child,3,3,3,18,#
2000-09-06,Incomplete,Sisqo,4,2,1,12,#
2000-09-06,Bent,Matchbox Twenty,5,4,1,20,#
2000-09-06,Kryptonite,3 Doors Down,6,7,6,23,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-09-06,Wifey,Next,7,8,7,16,#
2000-09-06,No More,Ruff Endz,8,5,5,11,https://charts-static.billboard.com/img/2000/04/ruff-endz-vud-180x180.jpg
2000-09-06,I Wanna Know,Joe,9,6,4,37,#
2000-09-06,(Hot S**t) Country Grammar,Nelly,10,11,10,20,https://charts-static.billboard.com/img/2000/03/nelly-yua-hotstcountrygrammar-4aq-180x180.jpg
2000-09-13,Music,Madonna,1,2,1,6,#
2000-09-13,Doesn't Really Matter,Janet,2,1,1,14,#
2000-09-13,Jumpin'; Jumpin',Destiny's Child,3,3,3,19,#
2000-09-13,Bent,Matchbox Twenty,4,5,1,21,#
2000-09-13,Incomplete,Sisqo,5,4,1,13,#
2000-09-13,Kryptonite,3 Doors Down,6,6,6,24,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-09-13,(Hot S**t) Country Grammar,Nelly,7,10,7,21,https://charts-static.billboard.com/img/2000/03/nelly-yua-hotstcountrygrammar-4aq-180x180.jpg
2000-09-13,No More,Ruff Endz,8,8,5,12,https://charts-static.billboard.com/img/2000/04/ruff-endz-vud-180x180.jpg
2000-09-13,I Wanna Know,Joe,9,9,4,38,#
2000-09-13,Wifey,Next,10,7,7,17,#
2000-09-20,Music,Madonna,1,1,1,7,#
2000-09-20,Doesn't Really Matter,Janet,2,2,1,15,#
2000-09-20,Jumpin'; Jumpin',Destiny's Child,3,3,3,20,#
2000-09-20,Bent,Matchbox Twenty,4,4,1,22,#
2000-09-20,Incomplete,Sisqo,5,5,1,14,#
2000-09-20,Kryptonite,3 Doors Down,6,6,6,25,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-09-20,(Hot S**t) Country Grammar,Nelly,7,7,7,22,https://charts-static.billboard.com/img/2000/03/nelly-yua-hotstcountrygrammar-4aq-180x180.jpg
2000-09-20,I Wanna Know,Joe,8,9,4,39,#
2000-09-20,Come On Over Baby (All I Want Is You),Christina Aguilera,9,11,9,8,https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg
2000-09-20,No More,Ruff Endz,10,8,5,13,https://charts-static.billboard.com/img/2000/04/ruff-endz-vud-180x180.jpg
2000-09-27,Music,Madonna,1,1,1,8,#
2000-09-27,Give Me Just One Night (Una Noche),98 Degrees,2,19,2,7,#
2000-09-27,Doesn't Really Matter,Janet,3,2,1,16,#
2000-09-27,Jumpin'; Jumpin',Destiny's Child,4,3,3,21,#
2000-09-27,Kryptonite,3 Doors Down,5,6,5,26,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-09-27,Bent,Matchbox Twenty,6,4,1,23,#
2000-09-27,Incomplete,Sisqo,7,5,1,15,#
2000-09-27,(Hot S**t) Country Grammar,Nelly,8,7,7,23,https://charts-static.billboard.com/img/2000/03/nelly-yua-hotstcountrygrammar-4aq-180x180.jpg
2000-09-27,Come On Over Baby (All I Want Is You),Christina Aguilera,9,9,9,9,https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg
2000-09-27,With Arms Wide Open,Creed,10,11,10,21,https://charts-static.billboard.com/img/2000/03/creed-l5w-witharmswideopen-zc1-180x180.jpg
2000-10-04,Music,Madonna,1,1,1,9,#
2000-10-04,Give Me Just One Night (Una Noche),98 Degrees,2,2,2,8,#
2000-10-04,Doesn't Really Matter,Janet,3,3,1,17,#
2000-10-04,Jumpin'; Jumpin',Destiny's Child,4,4,3,22,#
2000-10-04,Kryptonite,3 Doors Down,5,5,5,27,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-10-04,Bag Lady,Erykah Badu,6,34,6,8,https://charts-static.billboard.com/img/1996/12/erykah-badu-9i7-180x180.jpg
2000-10-04,With Arms Wide Open,Creed,7,10,7,22,https://charts-static.billboard.com/img/2000/03/creed-l5w-witharmswideopen-zc1-180x180.jpg
2000-10-04,Incomplete,Sisqo,8,7,1,16,#
2000-10-04,Bent,Matchbox Twenty,9,6,1,24,#
2000-10-04,(Hot S**t) Country Grammar,Nelly,10,8,7,24,https://charts-static.billboard.com/img/2000/03/nelly-yua-hotstcountrygrammar-4aq-180x180.jpg
2000-10-11,Come On Over Baby (All I Want Is You),Christina Aguilera,1,11,1,11,#
2000-10-11,Music,Madonna,2,1,1,10,#
2000-10-11,Give Me Just One Night (Una Noche),98 Degrees,3,2,2,9,#
2000-10-11,Kryptonite,3 Doors Down,4,5,4,28,#
2000-10-11,With Arms Wide Open,Creed,5,7,5,23,https://charts-static.billboard.com/img/2000/03/creed-l5w-witharmswideopen-zc1-180x180.jpg
2000-10-11,Jumpin'; Jumpin',Destiny's Child,6,4,3,23,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-10-11,Doesn't Really Matter,Janet,7,3,1,18,https://charts-static.billboard.com/img/1982/10/janet-jackson-bgn-180x180.jpg
2000-10-11,Most Girls,P!nk,8,12,8,10,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-10-11,Bag Lady,Erykah Badu,9,6,6,9,https://charts-static.billboard.com/img/1996/12/erykah-badu-9i7-180x180.jpg
2000-10-11,Incomplete,Sisqo,10,8,1,17,#
2000-10-18,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,1,12,#
2000-10-18,Music,Madonna,2,2,1,11,#
2000-10-18,With Arms Wide Open,Creed,3,5,3,24,#
2000-10-18,Kryptonite,3 Doors Down,4,4,4,29,#
2000-10-18,Most Girls,P!nk,5,8,5,11,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-10-18,Give Me Just One Night (Una Noche),98 Degrees,6,3,2,10,#
2000-10-18,Jumpin'; Jumpin',Destiny's Child,7,6,3,24,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-10-18,Doesn't Really Matter,Janet,8,7,1,19,https://charts-static.billboard.com/img/1982/10/janet-jackson-bgn-180x180.jpg
2000-10-18,Bag Lady,Erykah Badu,9,9,6,10,https://charts-static.billboard.com/img/1996/12/erykah-badu-9i7-180x180.jpg
2000-10-18,Incomplete,Sisqo,10,10,1,18,#
2000-10-25,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,1,13,#
2000-10-25,Music,Madonna,2,2,1,12,#
2000-10-25,With Arms Wide Open,Creed,3,3,3,25,#
2000-10-25,Kryptonite,3 Doors Down,4,4,4,30,#
2000-10-25,Most Girls,P!nk,5,5,5,12,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-10-25,Jumpin'; Jumpin',Destiny's Child,6,7,3,25,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-10-25,Give Me Just One Night (Una Noche),98 Degrees,7,6,2,11,#
2000-10-25,Bag Lady,Erykah Badu,8,9,6,11,https://charts-static.billboard.com/img/1996/12/erykah-badu-9i7-180x180.jpg
2000-10-25,Incomplete,Sisqo,9,10,1,19,#
2000-10-25,Gotta Tell You,Samantha Mumba,10,20,10,8,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-11-01,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,1,14,#
2000-11-01,Music,Madonna,2,2,1,13,#
2000-11-01,With Arms Wide Open,Creed,3,3,3,26,#
2000-11-01,Kryptonite,3 Doors Down,4,4,4,31,#
2000-11-01,Most Girls,P!nk,5,5,5,13,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-11-01,This I Promise You,*NSYNC,6,11,6,6,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-11-01,Independent Women Part I,Destiny's Child,7,15,7,7,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-11-01,Jumpin'; Jumpin',Destiny's Child,8,6,3,26,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-11-01,Gotta Tell You,Samantha Mumba,9,10,9,9,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-11-01,Case Of The Ex (Whatcha Gonna Do),Mya,10,17,10,12,#
2000-11-08,With Arms Wide Open,Creed,1,3,1,27,#
2000-11-08,Music,Madonna,2,2,1,14,#
2000-11-08,Kryptonite,3 Doors Down,3,4,3,32,#
2000-11-08,Come On Over Baby (All I Want Is You),Christina Aguilera,4,1,1,15,#
2000-11-08,Independent Women Part I,Destiny's Child,5,7,5,8,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-11-08,Most Girls,P!nk,6,5,5,14,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-11-08,This I Promise You,*NSYNC,7,6,6,7,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-11-08,Gotta Tell You,Samantha Mumba,8,9,8,10,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-11-08,Case Of The Ex (Whatcha Gonna Do),Mya,9,10,9,13,#
2000-11-08,Jumpin'; Jumpin',Destiny's Child,10,8,3,27,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg
2000-11-15,Independent Women Part I,Destiny's Child,1,5,1,9,#
2000-11-15,With Arms Wide Open,Creed,2,1,1,28,#
2000-11-15,Kryptonite,3 Doors Down,3,3,3,33,#
2000-11-15,Music,Madonna,4,2,1,15,#
2000-11-15,Most Girls,P!nk,5,6,5,15,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-11-15,Gotta Tell You,Samantha Mumba,6,8,6,11,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-11-15,This I Promise You,*NSYNC,7,7,6,8,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-11-15,Come On Over Baby (All I Want Is You),Christina Aguilera,8,4,1,16,https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg
2000-11-15,Case Of The Ex (Whatcha Gonna Do),Mya,9,9,9,14,#
2000-11-15,The Way You Love Me,Faith Hill,10,11,10,29,https://charts-static.billboard.com/img/1993/10/faith-hill-n2i-180x180.jpg
2000-11-22,Independent Women Part I,Destiny's Child,1,1,1,10,#
2000-11-22,With Arms Wide Open,Creed,2,2,1,29,#
2000-11-22,Kryptonite,3 Doors Down,3,3,3,34,#
2000-11-22,Most Girls,P!nk,4,5,4,16,#
2000-11-22,Gotta Tell You,Samantha Mumba,5,6,5,12,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-11-22,This I Promise You,*NSYNC,6,7,6,9,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-11-22,Case Of The Ex (Whatcha Gonna Do),Mya,7,9,7,15,#
2000-11-22,Music,Madonna,8,4,1,16,https://charts-static.billboard.com/img/1982/11/madonna-yze-180x180.jpg
2000-11-22,The Way You Love Me,Faith Hill,9,10,9,30,https://charts-static.billboard.com/img/1993/10/faith-hill-n2i-180x180.jpg
2000-11-22,Shape Of My Heart,Backstreet Boys,10,12,10,7,https://charts-static.billboard.com/img/1995/10/backstreet-boys-waj-180x180.jpg
2000-11-29,Independent Women Part I,Destiny's Child,1,1,1,11,#
2000-11-29,Case Of The Ex (Whatcha Gonna Do),Mya,2,7,2,16,#
2000-11-29,With Arms Wide Open,Creed,3,2,1,30,#
2000-11-29,Kryptonite,3 Doors Down,4,3,3,35,#
2000-11-29,This I Promise You,*NSYNC,5,6,5,10,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-11-29,Most Girls,P!nk,6,4,4,17,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-11-29,Gotta Tell You,Samantha Mumba,7,5,5,13,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-11-29,The Way You Love Me,Faith Hill,8,9,8,31,https://charts-static.billboard.com/img/1993/10/faith-hill-n2i-180x180.jpg
2000-11-29,Shape Of My Heart,Backstreet Boys,9,10,9,8,https://charts-static.billboard.com/img/1995/10/backstreet-boys-waj-180x180.jpg
2000-11-29,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",10,16,10,5,https://charts-static.billboard.com/img/1993/08/shaggy-59h-180x180.jpg
2000-12-06,Independent Women Part I,Destiny's Child,1,1,1,12,#
2000-12-06,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,2,17,#
2000-12-06,With Arms Wide Open,Creed,3,3,1,31,#
2000-12-06,Gotta Tell You,Samantha Mumba,4,7,4,14,#
2000-12-06,Kryptonite,3 Doors Down,5,4,3,36,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-12-06,This I Promise You,*NSYNC,6,5,5,11,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-12-06,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",7,10,7,6,https://charts-static.billboard.com/img/1993/08/shaggy-59h-180x180.jpg
2000-12-06,Most Girls,P!nk,8,6,4,18,https://charts-static.billboard.com/img/2000/01/pnk-it7-180x180.jpg
2000-12-06,The Way You Love Me,Faith Hill,9,8,8,32,https://charts-static.billboard.com/img/1993/10/faith-hill-n2i-180x180.jpg
2000-12-06,Shape Of My Heart,Backstreet Boys,10,9,9,9,https://charts-static.billboard.com/img/1995/10/backstreet-boys-waj-180x180.jpg
2000-12-13,Independent Women Part I,Destiny's Child,1,1,1,13,#
2000-12-13,Case Of The Ex (Whatcha Gonna Do),Mya,2,2,2,18,#
2000-12-13,With Arms Wide Open,Creed,3,3,1,32,#
2000-12-13,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",4,7,4,7,#
2000-12-13,Kryptonite,3 Doors Down,5,5,3,37,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-12-13,Gotta Tell You,Samantha Mumba,6,4,4,15,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-12-13,This I Promise You,*NSYNC,7,6,5,12,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-12-13,He Loves U Not,Dream,8,11,8,12,#
2000-12-13,Ms. Jackson,OutKast,9,12,9,6,https://charts-static.billboard.com/img/1993/12/outkast-bcy-180x180.jpg
2000-12-13,The Way You Love Me,Faith Hill,10,9,8,33,https://charts-static.billboard.com/img/1993/10/faith-hill-n2i-180x180.jpg
2000-12-20,Independent Women Part I,Destiny's Child,1,1,1,14,#
2000-12-20,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",2,4,2,8,#
2000-12-20,Case Of The Ex (Whatcha Gonna Do),Mya,3,2,2,19,#
2000-12-20,With Arms Wide Open,Creed,4,3,1,33,#
2000-12-20,He Loves U Not,Dream,5,8,5,13,#
2000-12-20,Ms. Jackson,OutKast,6,9,6,7,https://charts-static.billboard.com/img/1993/12/outkast-bcy-180x180.jpg
2000-12-20,Gotta Tell You,Samantha Mumba,7,6,4,16,https://charts-static.billboard.com/img/2000/08/samantha-mumba-69l-180x180.jpg
2000-12-20,The Way You Love Me,Faith Hill,8,10,8,34,https://charts-static.billboard.com/img/1993/10/faith-hill-n2i-180x180.jpg
2000-12-20,Kryptonite,3 Doors Down,9,5,3,38,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-12-20,This I Promise You,*NSYNC,10,7,5,13,https://charts-static.billboard.com/img/1998/01/n-sync-3cz-180x180.jpg
2000-12-27,Independent Women Part I,Destiny's Child,1,1,1,15,#
2000-12-27,He Loves U Not,Dream,2,5,2,14,#
2000-12-27,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",3,2,2,9,#
2000-12-27,Case Of The Ex (Whatcha Gonna Do),Mya,4,3,2,20,#
2000-12-27,With Arms Wide Open,Creed,5,4,1,34,https://charts-static.billboard.com/img/2000/03/creed-l5w-witharmswideopen-zc1-180x180.jpg
2000-12-27,Ms. Jackson,OutKast,6,6,6,8,https://charts-static.billboard.com/img/1993/12/outkast-bcy-180x180.jpg
2000-12-27,The Way You Love Me,Faith Hill,7,8,7,35,https://charts-static.billboard.com/img/1993/10/faith-hill-n2i-180x180.jpg
2000-12-27,If You're Gone,Matchbox Twenty,8,11,8,11,#
2000-12-27,Kryptonite,3 Doors Down,9,9,3,39,https://charts-static.billboard.com/img/2000/01/3-doors-down-iph-kryptonite-oxl-180x180.jpg
2000-12-27,Dance With Me,Debelah Morgan,10,12,10,23,https://charts-static.billboard.com/img/1998/09/debelah-morgan-9bx-180x180.jpg
2001-01-03,Independent Women Part I,Destiny's Child,1,1,1,16,#
2001-01-03,He Loves U Not,Dream,2,2,2,15,#
2001-01-03,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",3,3,2,10,#
